Ticker,V,V,V,V,V,UNH,UNH,UNH,UNH,UNH,AMZN,AMZN,AMZN,AMZN,AMZN,JNJ,JNJ,JNJ,JNJ,JNJ,AAPL,AAPL,AAPL,AAPL,AAPL,^OEX,^OEX,^OEX,^OEX,^OEX,JPM,JPM,JPM,JPM,JPM,TSM,TSM,TSM,TSM,TSM,NVDA,NVDA,NVDA,NVDA,NVDA,VZ,VZ,VZ,VZ,VZ,NFLX,NFLX,NFLX,NFLX,NFLX,WMT,WMT,WMT,WMT,WMT,XOM,XOM,XOM,XOM,XOM,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,PG,PG,PG,PG,PG,WBA,WBA,WBA,WBA,WBA,MSFT,MSFT,MSFT,MSFT,MSFT,TSLA,TSLA,TSLA,TSLA,TSLA,ORCL,ORCL,ORCL,ORCL,ORCL,QCOM,QCOM,QCOM,QCOM,QCOM,IBM,IBM,IBM,IBM,IBM
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,278.283852572807,278.80995687590814,274.74031229867785,276.2192687988281,5084000,486.68682007402714,487.976197679388,481.00765329344705,481.9919128417969,2928700,180.7899932861328,183.0,179.9499969482422,180.97000122070312,29174500,152.81749299293443,153.23411994075104,151.8970253866848,152.87562561035156,4364700,170.38547862745995,170.4451942217802,168.68350825393796,169.23092651367188,46240500,2480.75,2487.75,2467.610107421875,2477.139892578125,3325930000,194.32347484893538,195.24655451795724,192.9437110062967,193.30322265625,7309000,135.39579273858348,140.98757655698978,135.1591136678445,139.53785705566406,14222700,90.26933865065378,92.1947007975338,89.17469715880289,90.33331298828125,452441000,38.711849011323075,39.034523160948496,38.287758464392496,38.97920608520508,15031600,608.0,615.1099853515625,605.5700073242188,614.3099975585938,2115900,59.634885068143674,60.07984470466132,59.2591377707334,59.32835388183594,13837600,112.6090180632969,113.41191153556643,111.6126431244359,113.17007446289062,13817000,149.972988921802,154.99896303730998,149.89336775564567,154.75015258789062,31730800,157.88441950921722,158.16744479734427,155.95210106174522,156.71331787109375,5971900,20.165179337345474,20.324107574449364,18.229995486397303,18.267391204833984,36186100,420.7377908946275,424.6479403829761,419.0208880059547,421.35308837890625,16316000,176.1699981689453,176.75,170.2100067138672,175.22000122070312,81562100,123.75406743352117,124.47367823353096,122.78800561549838,123.6949234008789,4133600,164.96456022637426,169.40557310733146,164.90574124130995,168.34678649902344,6679100,183.81827580588518,184.26331602168622,182.38643231727303,183.65380859375,2364300
2024-04-02,275.9413076964051,277.26144522866997,274.92887207673397,276.3780517578125,6912300,452.36569093900505,456.3814566489148,442.5230955314428,450.9286804199219,11867000,179.07000732421875,180.7899932861328,178.3800048828125,180.69000244140625,32611500,151.70323202570017,152.92406123998146,151.1024938668883,152.82716369628906,6102300,168.28537106183597,168.54414366405445,167.43935975957754,168.04649353027344,49329500,2453.830078125,2462.5,2448.010009765625,2460.820068359375,3886590000,192.76879497239406,194.1194099639725,192.4675809192747,193.22547912597656,7014700,138.4431812225839,139.0940637624581,137.42739334182212,138.28538513183594,9869200,88.41893947358703,90.06440242112468,87.59121620163441,89.42261505126953,433064000,38.997641636210844,39.34797605093944,38.96076358900065,39.21890640258789,17260800,611.0,615.030029296875,605.510009765625,614.2100219726562,2029200,59.22947498449733,59.42723314712056,58.22089251273916,58.49775695800781,19510100,114.06969791150631,115.69484318184526,113.49896601634755,115.38529205322266,19919600,152.7696309813447,153.96391821888022,151.42604834775094,153.8245849609375,24586000,155.7959536635211,156.8401957841736,155.7959536635211,156.7035675048828,6771200,18.276738705727563,18.34218121426077,17.454052498553626,17.500795364379883,28791400,416.92688638600043,419.1797063812392,414.6740966771135,418.246826171875,17912000,164.75,167.69000244140625,163.42999267578125,166.6300048828125,116650600,122.73872377172624,123.15274704984334,121.67408603868898,122.57113647460938,4862400,167.12131950119613,168.03304356988895,165.9546932514551,167.68011474609375,7436300,182.98626144414087,183.62479164958955,181.49637239376614,182.73472595214844,2693500
2024-04-03,278.40297992515497,278.40297992515497,274.5119952671393,274.9090270996094,4536600,454.72788454645143,455.56451112070084,448.37939881874127,452.5034484863281,4460400,179.89999389648438,182.8699951171875,179.8000030517578,182.41000366210938,31046600,152.88530029729102,153.13722800366796,149.45534301464264,149.46502685546875,8098200,167.99673277562965,169.8778497555363,167.78772821512752,168.85269165039062,47691700,2454.409912109375,2471.860107421875,2454.409912109375,2462.25,3703250000,193.40037398423488,193.90564440304345,192.0983452381175,192.6813507080078,9353400,136.66801990830325,140.95799412906274,136.48063892185766,140.04083251953125,9707500,88.45493823513225,90.3443168469122,88.3709661913593,88.93477630615234,370067000,39.255786924923385,39.55080428743788,39.20968760456194,39.495487213134766,18211800,612.75,630.4099731445312,611.5,630.0800170898438,2931200,58.715296633895626,58.83395228823424,58.28021961466198,58.76473617553711,14615100,115.57876316441707,115.83994392427138,114.85325203336735,115.4046401977539,16504300,152.8691500191665,154.34210366441846,152.00327930693646,154.182861328125,24705000,156.76211880775986,157.00609893918383,151.93130029247308,152.38998413085938,9601800,17.52884194657609,17.921488077504435,17.285775124275116,17.295124053955078,21358500,416.54979735190346,420.0530500088036,415.91463197146663,417.26434326171875,16502300,164.02000427246094,168.82000732421875,163.27999877929688,168.3800048828125,82950100,122.492278756732,124.61169435071075,122.29511944516496,124.44410705566406,7430000,166.66054770900573,170.54276469644364,166.0037108748854,170.49374389648438,6943200,182.46383848124432,185.12436626271224,182.35741677949204,184.68899536132812,2826200
2024-04-04,276.2986456091604,277.0133150034197,271.5342031751562,271.970947265625,4018600,453.566502148046,454.45232975339087,444.80659798458106,448.2121276855469,5182000,184.0,185.10000610351562,180.0,180.0,41624300,150.48238753306327,150.666483994781,147.67253618907856,147.75973510742188,6947400,169.48968886138192,171.11203328162168,168.026611328125,168.026611328125,53704400,2478.570068359375,2484.800048828125,2430.25,2430.39990234375,4075680000,194.6359999739409,195.1539856407998,191.11760760921607,191.21533203125,9243800,142.01321000730053,144.72526783730106,137.50625577209792,137.73309326171875,15759500,90.37629042203368,90.60421995433492,85.85177670926352,85.87677001953125,434965000,39.63378374017121,40.03021051959128,39.12671927962893,39.13594055175781,16461400,633.2100219726562,638.0,616.5800170898438,617.1400146484375,3064300,58.87350318332627,59.140481224394854,58.62630171255852,58.83395004272461,14436100,115.16280681830108,115.96570021986228,114.76619051150628,115.81092834472656,18467400,152.7696206660751,154.03358204033015,149.73413005208545,149.81375122070312,34724700,153.10240689033594,153.29758800452237,151.6678026194507,151.7068328857422,6801700,17.379262806671516,17.83734966668082,17.313822081402478,17.74386215209961,14574400,421.76992047315406,425.4220608182633,414.4061573873391,414.71380615234375,19370900,170.07000732421875,177.19000244140625,168.00999450683594,171.11000061035156,123162000,125.78476432950924,126.16921559833533,122.26555135427589,122.42327880859375,7588300,171.56235003336062,172.49368551316033,166.0821619853241,166.42527770996094,9031200,185.7532216877776,186.99157531804227,181.2448326601023,181.8253173828125,2983900
2024-04-05,274.0553701550055,275.90158153760956,272.99328668226053,275.0876770019531,4388100,443.5959380653536,450.5448080708529,442.9266487816847,448.5664367675781,5744400,182.3800048828125,186.27000427246094,181.97000122070312,185.07000732421875,42335200,147.30434201092876,148.2538758330544,146.8973989443035,147.6531524658203,6778100,168.79298281447828,169.5892261323792,168.15599119757314,168.7830352783203,42055200,2437.3701171875,2468.93994140625,2435.6201171875,2459.300048828125,3386780000,191.71379434845136,193.6293601708849,190.68759091568285,192.97454833984375,6531000,138.06841606624403,140.04082201004752,137.0033150507986,139.40965270996094,8249500,86.8374646504957,88.45193966671309,85.89777859630549,87.97909545898438,399678000,38.951547456619366,39.126712912831145,38.36151274423833,38.831695556640625,14330100,624.9199829101562,637.9099731445312,622.7100219726562,636.1799926757812,3372800,58.88338981107999,59.36790635534364,58.82406387194227,59.180030822753906,10332300,116.06245279271282,118.16159684169432,115.73355053151707,117.40706634521484,21714100,149.31611992588236,152.6899888823038,148.8881732587718,151.7743682861328,23449300,151.5506784588993,153.2780618059534,150.9651351301679,152.3411865234375,5120800,17.584935589586976,17.986930692442233,17.416658403914894,17.88409423828125,9994700,416.8276673390752,423.2784179752705,415.1504697507563,422.2958984375,16544300,169.0800018310547,170.86000061035156,160.50999450683594,164.89999389648438,141250700,122.65000173603465,124.20752649229335,122.37398621383365,123.12317657470703,4898100,166.83702027444616,168.85656672509205,166.37626659697983,168.16050720214844,5861900,182.45414335446816,184.1278677228529,181.9026962149789,182.9862518310547,2013600
2024-04-08,274.20429724752904,275.92149705472036,273.11243697392723,275.703125,5542400,448.7928000769962,450.00345006099036,446.4502576889119,448.82232666015625,4532300,186.89999389648438,187.2899932861328,184.80999755859375,185.19000244140625,39221300,147.26561193755856,148.2829623505465,146.84897018919472,146.87803649902344,5935400,168.23561647794648,168.40481571452685,167.4493358859462,167.65834045410156,37425500,2462.77001953125,2466.449951171875,2453.010009765625,2456.6201171875,3278180000,193.1406935388864,194.46986805354442,193.1406935388864,193.981201171875,8001000,143.2361406124541,143.98564953512465,140.7903461417644,140.81993103027344,16307400,88.67085666122206,88.80081883400379,86.70350850941023,87.10437774658203,283220000,38.831697279571365,38.85935757579945,38.45370605537584,38.472145080566406,14457800,636.3900146484375,639.0,628.1099853515625,628.4099731445312,2145700,58.932827784197805,59.36790477694774,58.75484242752647,59.11081314086914,11070100,117.12653160375002,117.76497763129458,116.28493594260135,116.61383819580078,17513900,152.0530320036405,154.53118940622207,151.88384272998078,154.11318969726562,20702000,152.2143166017578,152.92673437389288,151.88250721652935,152.28262329101562,5476800,17.949533701522157,18.211296583067213,17.799954402603294,17.912137985229492,11578400,421.9485777283347,424.0425761054586,420.09272093696904,421.3729553222656,14272400,169.33999633789062,174.5,167.7899932861328,172.97999572753906,104423300,123.22176358595168,123.34005918650364,121.99940579701972,122.58100891113281,6119200,169.53300915153505,170.96433594310795,168.97421383471593,170.20945739746094,4812000,183.08301850314146,184.05048316805744,182.76375339223847,183.64414978027344,2678300
2024-04-09,275.5740716977067,275.9413268904394,271.29599095953074,274.6708068847656,7314300,447.1294208863154,452.523173957883,445.33806132156786,452.4837951660156,3521700,187.24000549316406,187.33999633789062,184.1999969482422,185.6699981689453,36546900,146.83928572865352,147.78881967620364,146.2482461238079,147.5562744140625,6135600,167.90716183961618,169.2806811483862,167.55881583801002,168.8726043701172,42451200,2463.52001953125,2466.2099609375,2434.81005859375,2458.830078125,3400680000,193.58049558807298,194.37213350910886,190.49211747754993,192.68133544921875,7358600,144.24204079471994,146.12569207665112,140.977711375818,143.39390563964844,18488000,87.41326961083752,87.60620698800746,82.99472376686872,85.3259506225586,503547000,38.467462828800414,38.57988499873185,37.98029532731575,38.2613525390625,17227000,631.989990234375,631.989990234375,615.6300048828125,618.2000122070312,2146600,59.199807160082834,59.29869001158162,58.636188108522624,59.120704650878906,10015900,117.0491359953108,117.6779138217551,116.41068262007408,117.22325897216797,14135700,155.3472906145229,157.80553910227465,154.4515790592109,155.85487365722656,31113000,152.50710216829071,152.97553984320442,151.95082033009652,152.88771057128906,4613800,17.96822965679451,18.11780895471651,17.827999287883372,17.930835723876953,11107000,423.20896224870864,424.4991003259259,418.4254750382327,423.0501708984375,12512300,172.91000366210938,179.22000122070312,171.9199981689453,176.8800048828125,103232700,122.97659025795171,123.37217388765963,119.90093866603972,121.86896514892578,5564900,171.82702968427674,172.5328873216746,169.96434399040265,172.1211395263672,5030500,184.34070367704342,185.0276100581786,180.5869509597436,183.15072631835938,2794200
2024-04-10,273.38045970234066,274.77008629569565,272.0900683508348,272.4474182128906,5276000,448.3203469463833,451.5191902992878,442.700233650624,442.9659729003906,4493500,182.77000427246094,186.27000427246094,182.6699981689453,185.9499969482422,35879200,146.8198952779229,147.10088930246025,145.1049091760442,145.53123474121094,6809500,168.0066808175879,168.2953112001811,166.32462100940634,166.99147033691406,49709300,2439.830078125,2447.7099609375,2430.409912109375,2441.590087890625,3845930000,191.1176172002457,192.6031686712423,189.77865982612101,191.0394287109375,7681400,144.60695304930897,146.38210643947076,143.2558446845903,144.20260620117188,18861300,83.89843024698811,87.3712879556285,83.68149867040677,87.01040649414062,431929000,38.04587682009866,38.09271909504853,37.436916524240864,37.9615592956543,17900400,610.969970703125,620.1400146484375,609.3400268554688,618.5800170898438,2806200,58.95260795831975,60.07984610482576,58.72518304911198,59.94141387939453,15097600,117.26194858696937,118.47113382255472,116.78795004109858,118.20994567871094,17409200,155.46672316327985,155.86481379575542,153.9439892879095,155.3970489501953,22838600,151.9020256389666,153.78556001902885,151.9020256389666,153.45375061035156,7784900,17.55688855608832,17.566237485672684,16.6968066487127,16.846385955810547,24397400,418.99116993330387,420.81722505973426,416.5200457584293,420.0530700683594,16216600,173.0399932861328,174.92999267578125,170.00999450683594,171.75999450683594,84532400,120.0097203386022,121.7206162731804,119.98005288776424,120.40530395507812,4509900,169.03301539869193,170.29768328266073,166.729187287905,167.503662109375,6177400,181.3222121850627,181.80594448139325,179.48403536394187,179.9871063232422,3081700
