Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,MSFT,MSFT,MSFT,MSFT,MSFT,JNJ,JNJ,JNJ,JNJ,JNJ,^OEX,^OEX,^OEX,^OEX,^OEX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,176.94000244140625,178.8699951171875,174.55999755859375,177.22999572753906,37924900,153.57577965540744,156.8899371017775,153.32696917312308,155.53640747070312,26446200,397.04862935947983,399.79766079093116,392.7514505668274,397.9219665527344,20286900,143.89374748130479,145.59904954949533,142.7213670939125,144.4847869873047,10118700,2359.739990234375,2384.1298828125,2348.570068359375,2370.610107421875,3820250000,164.74211969252124,166.47393259764522,163.9956444231876,165.06060791015625,48116400
2024-04-23,178.0800018310547,179.92999267578125,175.97999572753906,179.5399932861328,37046500,156.21315584791824,158.21358635071638,155.53638354340058,157.5069580078125,21151600,401.1771473553241,405.10716505974153,400.0060952402287,404.48193359375,15734500,145.20179539678,145.81221738877613,143.59339081168847,144.91111755371094,10110400,2381.219970703125,2403.830078125,2380.14990234375,2401.639892578125,3751400000,164.57292762929356,166.26493527613894,164.1449405589347,166.11563110351562,49537800
2024-04-24,179.94000244140625,180.32000732421875,176.17999267578125,176.58999633789062,34185100,156.74063729958468,158.8107420758396,156.42215263269097,158.37283325195312,22779100,406.45684392489727,409.3447990752087,403.6979086365787,405.96063232421875,15065300,143.5352853991965,144.35887031320928,142.29507349927775,143.9131622314453,9756300,2412.6201171875,2413.080078125,2390.010009765625,2400.6201171875,3656740000,165.75730653407012,168.50434510258808,165.42887079721268,168.2256622314453,48251800
2024-04-25,169.67999267578125,173.9199981689453,166.32000732421875,173.6699981689453,49249400,150.60995836120296,155.74541020347255,150.15214040585292,155.2577362060547,57109700,391.04452101034235,396.8601368410158,385.08998167747234,396.0165710449219,40586500,144.72702668011743,144.93050561346692,141.78152755839392,142.2563018798828,7642700,2367.919921875,2388.510009765625,2354.6298828125,2384.3798828125,3958050000,168.73327450279362,169.80820075027214,167.3597550998357,169.09158325195312,50558300
2024-04-26,177.8000030517578,180.82000732421875,176.1300048828125,179.6199951171875,43919800,173.5403194325108,173.87871320868138,168.84277660691075,171.1318359375,64665300,409.0470757072221,409.87077362119237,402.6856394846956,403.24139404296875,29694700,142.1400334474361,142.60510918149424,141.41334614475548,141.59744262695312,6183000,2411.06005859375,2425.320068359375,2403.320068359375,2418.31005859375,3604140000,169.081624768213,170.53475474394267,168.38490238817732,168.5043487548828,44838400
2024-04-29,182.75,183.52999877929688,179.38999938964844,180.9600067138672,54063900,168.2555625642054,168.74323647348305,164.42389105822426,165.35940551757812,45610000,402.17947890315463,403.2413789354232,396.165397076456,399.20220947265625,19582100,141.59743109119438,142.64386249594202,141.45209955629463,142.2563018798828,6149600,2426.570068359375,2429.0,2410.2900390625,2423.929931640625,3447450000,172.555222179483,175.20272483761752,172.28650201133235,172.6846160888672,68169400
2024-04-30,181.08999633789062,182.99000549316406,174.8000030517578,175.0,94639800,164.8219988264117,167.3001564313842,161.82632640780892,162.00546264648438,33562900,398.4479657229549,399.11290256766176,386.221335381575,386.3800964355469,28781400,142.31445379470978,142.31445379470978,140.03749420921076,140.0956268310547,8817700,2419.860107421875,2425.110107421875,2385.739990234375,2385.919921875,4082470000,172.51541154910535,174.1676137755898,169.20105955998108,169.52951049804688,65934800
2024-05-01,181.63999938964844,185.14999389648438,176.55999755859375,179.0,94645100,163.51823108824746,166.3248050727695,162.31398182603573,163.080322265625,33493200,389.63523841829954,398.67622906449674,387.3526772876393,391.9476013183594,23562500,144.1166303340743,147.12996092267227,143.03143391506273,146.48077392578125,14470900,2384.3701171875,2417.199951171875,2376.139892578125,2378.969970703125,4544170000,168.78303163206596,171.89832652202932,168.31523926242042,168.5043487548828,50383100
2024-05-02,180.85000610351562,185.10000610351562,179.91000366210938,184.72000122070312,54303500,164.0058997837683,165.93667142615246,163.1101881822967,165.8271942138672,24294500,394.6469936602289,396.8997833087663,391.6597902856064,394.82562255859375,17709400,147.3140468214017,147.59504086409956,144.5041951013711,145.25994873046875,8459800,2395.449951171875,2407.330078125,2377.780029296875,2403.320068359375,4381660000,171.69925171807526,172.60497864880503,170.08687006909776,172.21681213378906,94214900
2024-05-03,186.99000549316406,187.8699951171875,185.4199981689453,186.2100067138672,39172000,166.76269857651153,167.16080437240942,162.27416392931923,166.44422912597656,34662400,399.23197820235123,404.0650740320478,398.8151471589616,403.57879638671875,17446700,145.23088091723176,145.23088091723176,143.22523162522972,144.63015747070312,6532700,2436.919921875,2443.2099609375,2424.219970703125,2438.860107421875,3924990000,185.7727942523785,186.12115543095717,181.80155578938326,182.51817321777344,163224100
2024-05-06,186.27999877929688,188.75,184.8000030517578,188.6999969482422,34725300,166.66320148373052,167.3399586304374,165.2399977875199,167.30015563964844,21871300,405.66292597330005,410.7937370714025,403.29101993493754,410.4067077636719,16996600,145.2115046104778,145.3859172605906,143.3124366349766,143.96160888671875,5042800,2444.530029296875,2465.68994140625,2444.530029296875,2465.5400390625,3683250000,181.4930249418685,183.3343214775735,179.5720873686165,180.8560333251953,78569700
2024-05-07,188.9199981689453,189.94000244140625,187.30999755859375,188.75999450683594,34048900,167.69823532661383,170.94271797332505,167.58875812637166,170.43515014648438,28039700,411.5181933814727,411.52812730475875,405.9903890817075,406.2384948730469,20018200,144.73671729103486,145.07582911518682,143.8356174710829,144.09722900390625,7333500,2466.679931640625,2472.7900390625,2461.389892578125,2466.199951171875,3987890000,182.58785409480518,184.0310366275269,180.46787458450643,181.54278564453125,77305800
2024-05-08,187.44000244140625,188.42999267578125,186.38999938964844,188.0,26136400,168.1958541822666,169.34037610962505,167.93709679670465,168.5740509033203,19569100,405.07740513834375,409.1066410493604,403.6284454091321,407.429443359375,11792300,144.48479761923682,145.07583716872847,144.0778545369706,144.32008361816406,7735100,2455.929931640625,2470.5,2455.409912109375,2467.89990234375,3842100000,181.9906634485607,182.20963072654146,180.5972339353124,181.8811798095703,45057100
2024-05-09,188.8800048828125,191.6999969482422,187.44000244140625,189.5,43368400,168.58401102643612,169.87782842770906,167.37976174414283,169.15130615234375,15346700,407.45921271703617,409.59291660377954,406.00034935781423,409.1959533691406,14689700,144.34915612089782,145.43435250467635,144.26195719620299,145.19212341308594,6546200,2468.25,2477.510009765625,2462.469970703125,2476.469970703125,3727370000,181.70204263297254,183.792179594264,181.2541604804327,183.70260620117188,48983000
2024-05-10,189.16000366210938,189.88999938964844,186.92999267578125,187.47999572753906,34141800,167.23048908398923,169.04183656465733,165.39924770010776,167.8475341796875,29799900,409.8112151541409,412.23273004632824,408.6798382335046,411.5975646972656,13402300,145.33745832613195,145.42465725284984,144.55263841668938,145.25025939941406,5710600,2481.1298828125,2488.6201171875,2471.989990234375,2479.800048828125,3617900000,184.28063783698332,184.47000383075684,181.51992740382525,182.4368438720703,50759500
2024-05-13,188.0,188.30999755859375,185.36000061035156,186.57000732421875,24898600,163.47840519575857,168.47452305757707,163.2196478065062,168.33518981933594,31327600,414.84283115281045,415.18025140614657,407.7073059282806,410.5853271484375,15440200,145.3761871323076,147.27526948078747,145.05645778128482,146.51951599121094,5628500,2484.090087890625,2486.27001953125,2475.449951171875,2482.070068359375,4255710000,184.81883849593646,186.47328168344126,184.00157793065927,185.65602111816406,72044800
2024-05-14,183.82000732421875,187.72000122070312,183.4499969482422,187.07000732421875,38698200,168.9622000666333,170.43515363864887,167.99681433185833,169.52947998046875,25127100,408.8981987547859,414.3267549073316,408.43175863614476,413.40380859375,15109300,147.12996771642628,147.47877822712726,146.0157049367881,146.67457580566406,8254200,2480.18994140625,2498.110107421875,2479.010009765625,2495.510009765625,4763580000,186.8819036535792,187.66926595480425,185.6659889969534,186.8021697998047,52393600
2024-05-15,185.97000122070312,186.72000122070312,182.72999572753906,185.99000549316406,75459900,169.81811888787405,171.82849645723252,169.69867954126346,171.6891632080078,26948400,415.48172683662517,421.35753100749633,414.85536761085484,420.6317443847656,22239500,147.10088372883928,148.19574912390735,146.5970430995972,147.92445373535156,5548000,2502.06005859375,2527.330078125,2500.14990234375,2525.3798828125,4360810000,187.28058361009533,190.01139602124525,186.7423838683229,189.0845184326172,70400000
2024-05-16,185.60000610351562,187.30999755859375,183.4600067138672,183.6300048828125,38834500,172.46544694250113,174.28674128104558,171.86831096693263,173.35121154785156,27867900,419.35914332573157,422.9582208339026,417.91755229509,418.5538330078125,17530100,148.24420896905852,149.5813183300126,147.59503675620874,149.4844207763672,7591000,2526.0,2535.429931640625,2519.75,2520.31005859375,3817470000,189.83199615864385,190.45989075478766,189.02471179656044,189.2041015625,52845200
2024-05-17,183.75999450683594,185.3000030517578,183.35000610351562,184.6999969482422,33175700,173.35123036952348,175.4312975242247,172.86357154778918,175.2222900390625,24479300,420.09485405964773,420.4726599302369,415.6109428181483,417.7783203125,15352200,150.0463842119812,150.0463842119812,148.93213634065714,149.83322143554688,6521800,2522.6298828125,2524.409912109375,2512.9599609375,2522.6298828125,3578120000,188.87519880271202,190.17084727488813,188.54630236847427,189.23399353027344,41282900
2024-05-20,184.33999633789062,186.6699981689453,183.27999877929688,183.5399932861328,30511800,175.3516485419678,177.9193741112275,175.24217134065958,176.0781707763672,22554400,417.778343258253,424.30037978174784,417.55961512858175,422.878662109375,16272100,149.54021353035077,149.82346406073512,147.74298481646187,147.7527618408203,7742300,2523.68994140625,2534.97998046875,2522.530029296875,2525.7099609375,3420100000,188.69582178398366,191.27714266640717,188.37688635675946,190.40008544921875,44361300
2024-05-21,182.3000030517578,183.25999450683594,180.75,183.14999389648438,50839100,176.05826183810862,177.3023140421263,174.9734519608894,177.00375366210938,16989400,424.36001790160714,430.46450167288947,422.39149513236316,426.5572509765625,21453300,148.25088734356174,149.04205125035722,147.28390095525646,147.72344970703125,5492400,2521.340087890625,2537.010009765625,2521.340087890625,2535.719970703125,3662240000,190.44991454290118,192.08442053272114,190.28048580582154,191.70570373535156,42309400
2024-05-22,183.8800048828125,185.22000122070312,181.97000122070312,183.1300048828125,28148800,175.7995289117943,176.3070968146428,174.3763402817088,175.540771484375,17880000,427.6012125858257,429.90779482091807,424.6583495892153,428.0287170410156,18073700,147.33273838866648,150.49740885599314,146.82483990566277,149.93089294433594,6609800,2535.080078125,2536.260009765625,2516.780029296875,2527.840087890625,3847130000,191.625965130265,192.17412585880137,189.63266445026173,190.2605438232422,34648500
2024-05-23,183.66000366210938,184.75999450683594,180.0800018310547,181.0500030517578,33670200,176.22746793765114,177.40184593977742,172.12706150853876,172.72421264648438,21024900,430.4645069803894,431.09086617504613,422.95820916796526,424.529052734375,17211700,149.19833956952684,149.28624336121663,145.90670175714197,146.21925354003906,8000400,2548.239990234375,2548.969970703125,2508.239990234375,2515.2099609375,3869520000,190.34027016979292,190.36020743395642,186.0048504863481,186.25401306152344,51005900
2024-05-24,181.64999389648438,182.44000244140625,180.3000030517578,180.75,27434100,174.14740175468117,174.93365126217552,172.82372836993727,174.15736389160156,16572500,424.71796179341015,428.565562226306,421.95405016489985,427.6707763671875,11845800,146.05320825726932,146.32669665664253,143.34761062347013,143.552734375,9517000,2521.72998046875,2535.89990234375,2518.56005859375,2533.1298828125,3005510000,188.1875250894915,189.94162421863646,187.41012383078694,189.3436279296875,36294600
2024-05-28,179.92999267578125,182.24000549316406,179.49000549316406,182.14999389648438,29927000,173.61992005465763,176.42650907586395,173.54029889240527,175.56063842773438,20572200,427.14385491376675,428.3269711402922,424.13138989907134,427.8298645019531,15718000,143.3769017102676,143.3769017102676,140.79828633921184,141.02294921875,10499800,2540.47998046875,2544.010009765625,2528.85009765625,2543.27001953125,3751540000,190.86848939299406,192.35350378297326,188.46657377923762,189.3535919189453,52280100
2024-05-29,181.6999969482422,184.0800018310547,181.5500030517578,182.02000427246094,32009300,174.59526917665025,175.99856381955107,173.88865597259237,175.0630340576172,23388700,423.22665032702537,428.44627000677747,423.22665032702537,426.6865234375,15517100,140.47597891607538,142.0387676014009,140.36853598300928,141.08155822753906,8263800,2530.27001953125,2537.239990234375,2523.35009765625,2529.5400390625,3552750000,188.97487295416659,191.6060292626522,188.8752018363686,189.652587890625,53068000
2024-05-30,181.30999755859375,181.33999633789062,178.36000061035156,179.32000732421875,29249200,174.36637035439955,174.38627944367667,170.97259197646454,171.29107666015625,22958700,421.84466424386284,421.84466424386284,411.84288150879064,412.2704162597656,28424800,141.25736571744065,142.22435211442422,140.67132554981387,141.9020233154297,8491100,2524.409912109375,2524.409912109375,2498.52001953125,2505.2900390625,3818750000,190.12102272627732,191.53626445370173,189.99146851693155,190.6492462158203,49947900
2024-05-31,178.3000030517578,179.2100067138672,173.8699951171875,176.44000244140625,58903900,171.0422451160524,172.23653216033742,168.63376194065896,171.67919921875,37638900,414.3383733012913,414.3383733012913,402.1692127903504,412.7277526855469,47995300,142.18529015311933,144.05086851164984,141.81412094377828,143.25970458984375,14621200,2508.97998046875,2523.239990234375,2479.510009765625,2521.64990234375,5437160000,190.79873376551856,191.92495345858123,189.2738600399137,191.60601806640625,75158300
2024-06-03,177.6999969482422,178.6999969482422,175.9199981689453,178.33999633789062,30786600,171.71901635552842,173.69955303760383,170.3455929752159,172.3460235595703,27459100,413.1254229827006,414.02020882309534,406.553688084388,411.1270446777344,17484700,143.82621271168418,145.43784173123422,143.35737761756036,144.30482482910156,7329200,2534.080078125,2539.2099609375,2508.239990234375,2532.43994140625,4046920000,192.25384615761888,194.33685694398167,191.8751293663799,193.38006591796875,50080500
2024-06-04,177.63999938964844,179.82000732421875,176.44000244140625,179.33999633789062,27198400,172.4554906420356,173.02278573356492,171.0721052056168,172.9630584716797,26879600,410.04337212748766,414.03017705380546,407.30928563189894,413.6623229980469,14348900,144.0508671584345,144.8615702162743,142.79086812887599,144.36343383789062,8876400,2531.739990234375,2543.22998046875,2522.169921875,2540.360107421875,3707900000,193.98802704232938,194.66575720064256,192.38341934135104,193.69900512695312,47471400
2024-06-05,180.10000610351562,181.5,178.75,181.27999877929688,32116400,174.36635570479385,175.80945323933747,173.10239440013726,174.5753631591797,22068500,415.39223173706347,421.6259378345122,413.89096003424896,421.5563659667969,16988000,144.52947042542905,144.54900956769558,142.45876846514054,142.5759735107422,5891300,2552.449951171875,2573.18994140625,2545.72998046875,2573.10009765625,3591460000,194.74547082752238,196.24044634116564,194.2172473626493,195.21389770507812,54156800
2024-06-06,181.75,185.0,181.49000549316406,185.0,31371200,175.06301613629049,176.30706831231922,174.91373594964054,175.88906860351562,23251000,421.5563568996983,422.848821948627,418.14618249774657,422.0633850097656,14861300,142.11691132800968,143.58203412520564,141.2964461385399,143.01551818847656,5016300,2576.320068359375,2580.800048828125,2566.360107421875,2575.39990234375,3609990000,195.03450583879902,195.84179017422778,193.5195930765027,193.82855224609375,41181800
2024-06-07,184.89999389648438,186.2899932861328,183.36000061035156,184.3000030517578,28021500,176.2075553066339,177.02364564681855,173.47064048742553,173.6298828125,19661400,423.73371564550735,423.81323935854607,420.55222098628695,421.3973083496094,13621700,143.26947838275413,144.8518212592897,142.93738743365444,143.66018676757812,5111600,2571.6298828125,2589.179931640625,2566.06005859375,2574.840087890625,3692760000,193.99796669662618,196.28030430445062,193.48968053965237,196.23046875,53103900
2024-06-10,184.07000732421875,187.22999572753906,183.7899932861328,187.05999755859375,34494500,174.3373028204193,176.41974164942064,172.13528757767702,174.3771514892578,23779200,422.24237348386436,425.6027887352665,421.4370631899479,425.3940124511719,14003000,143.12295981744614,144.12900960335628,142.21459084539123,143.70901489257812,5751300,2572.85009765625,2582.260009765625,2566.68994140625,2579.6201171875,3622280000,196.24045118441725,196.63912045583442,191.5063619410421,192.47311401367188,97262100
2024-06-11,187.05999755859375,187.77000427246094,184.5399932861328,187.22999572753906,27265100,175.58279097950916,176.20054419886765,173.14165320239113,175.98133850097656,21540600,423.01786084549974,430.3153823959729,422.78918087724,430.1761779785156,14551100,143.39645088146983,143.73831883232899,142.05831014993535,143.3476104736328,5661200,2576.9599609375,2592.199951171875,2565.27001953125,2591.840087890625,3568030000,193.00132161576843,206.46607669963058,192.9813995595946,206.4561004638672,172373300
2024-06-12,188.02000427246094,188.35000610351562,185.42999267578125,186.88999938964844,33984200,177.60545332869307,179.75764648213246,175.47319211286342,177.14710998535156,27864700,432.8009161252906,440.8341457768561,430.7428874309175,438.5076904296875,22366200,143.64063606675197,143.78715728827402,141.4136506164147,142.0290069580078,6180500,2608.7099609375,2630.280029296875,2608.7099609375,2614.929931640625,3962840000,206.67537368785207,219.46239922329934,206.20694681699416,212.35629272460938,198134300
2024-06-13,186.08999633789062,187.6699981689453,182.6699981689453,183.8300018310547,39721500,175.4731883543162,176.10091514486052,174.24764028080844,174.52662658691406,20913300,438.2989324414096,440.8242426789463,436.8274858579273,439.0246887207031,15960600,141.69693037351783,142.60529944207067,140.53459712356212,142.06808471679688,6840400,2631.5400390625,2631.7099609375,2610.9599609375,2626.18994140625,3530380000,214.0207098376566,216.02397164318222,210.89122822700367,213.5223846435547,97862700
2024-06-14,183.0800018310547,183.72000122070312,182.22999572753906,183.66000366210938,25456400,173.59004229910659,176.41976954609018,173.5202881130933,176.15074157714844,18063600,435.74378876375306,440.5756810111054,434.19281849694386,440.00897216796875,13582000,141.76528188907895,142.57598496226854,141.12062427849452,142.15597534179688,4075300,2624.050048828125,2632.830078125,2617.659912109375,2632.35009765625,3438650000,213.13368913916617,214.44925972841028,210.59222763705992,211.7782440185547,70122700
2024-06-17,182.52000427246094,185.0,181.22000122070312,184.05999755859375,35601900,174.82555863477174,177.71506640628968,174.1778998559042,176.59912109375,19618500,440.0288392462003,448.3305259626429,438.16966532085047,445.775390625,20790000,141.64808846060282,143.02529268207493,141.37460004045224,142.55645751953125,6666600,2633.550048828125,2661.219970703125,2626.639892578125,2651.510009765625,3447840000,212.65527993528355,218.21659070332575,212.0074632920053,215.94422912597656,93728300
2024-06-18,183.74000549316406,184.2899932861328,181.42999267578125,182.80999755859375,36659200,176.49945355613937,176.74854954541945,173.47045301608333,174.4568634033203,21869900,447.10763493198164,447.53516969127554,442.3155500964385,443.75714111328125,17112500,142.56621702869424,142.9862117280392,141.88248115831988,142.26341247558594,6156600,2653.070068359375,2657.169921875,2647.2099609375,2655.919921875,3544330000,216.86113841241473,217.89766325641614,212.28651711595563,213.5721893310547,79943300
2024-06-20,182.91000366210938,186.50999450683594,182.72000122070312,186.10000610351562,44726800,174.73584587896318,176.6489012104213,174.35723032198266,175.66249084472656,20160100,443.71738383441055,443.94606381625726,438.7164921470121,443.1208801269531,19877400,141.89225404121345,144.6369148501397,141.63828990111426,144.34388732910156,8749700,2664.449951171875,2668.340087890625,2638.260009765625,2648.47998046875,3847060000,213.21341001933183,213.5223844137921,208.15043943546107,208.97764587402344,86172500
2024-06-21,187.8000030517578,189.27999877929688,185.86000061035156,189.0800018310547,72931800,176.3599738775111,180.19605848680078,175.9713847127052,178.98046875,58582700,444.79114029939626,447.97260457820744,443.9261796037789,447.17724609375,34486200,144.45134694314868,145.61368013833564,143.94343350827694,145.29135131835938,15176900,2644.06005859375,2653.93994140625,2638.06005859375,2642.47998046875,6773800000,209.6852627905662,211.18023828891836,206.41625091745033,206.79498291015625,246421400
2024-06-24,189.3300018310547,191.0,185.3300018310547,185.57000732421875,50610400,179.50854860133447,180.23590467855502,178.02393093898397,178.5719451904297,18298000,447.197116551364,450.13005783321864,443.82674934456685,445.0794677734375,15913700,145.53552017410084,146.23878025585262,144.7248171658592,145.65272521972656,6914700,2638.239990234375,2653.669921875,2627.340087890625,2627.659912109375,3696750000,207.02420349475855,211.98751777765062,205.89798377862786,207.4427947998047,80727000
2024-06-25,186.80999755859375,188.83999633789062,185.4199981689453,186.33999633789062,45898500,178.97049060645827,183.6236020982057,178.77121684563144,183.3645477294922,23235600,445.65606632861267,448.80773551860256,444.1647465305247,448.3404541015625,16747500,145.71134401032572,145.73088315477767,143.5234367597191,143.7676239013672,6620300,2636.570068359375,2649.139892578125,2632.510009765625,2646.699951171875,3591960000,208.44940858434205,210.67194975002218,207.91122410230182,208.36968994140625,56713900
