Ticker,^OEX,^OEX,^OEX,^OEX,^OEX,AMZN,AMZN,AMZN,AMZN,AMZN,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,NVDA,NVDA,NVDA,NVDA,NVDA,AAPL,AAPL,AAPL,AAPL,AAPL,UNH,UNH,UNH,UNH,UNH,PG,PG,PG,PG,PG,MSFT,MSFT,MSFT,MSFT,MSFT,XOM,XOM,XOM,XOM,XOM,JPM,JPM,JPM,JPM,JPM,JNJ,JNJ,JNJ,JNJ,JNJ
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,2480.75,2487.75,2467.610107421875,2477.139892578125,3325930000,180.7899932861328,183.0,179.9499969482422,180.97000122070312,29174500,149.972988921802,154.99896303730998,149.89336775564567,154.75015258789062,31730800,90.26933865065378,92.1947007975338,89.17469715880289,90.33331298828125,452441000,170.38547862745995,170.4451942217802,168.68350825393796,169.23092651367188,46240500,486.68682007402714,487.976197679388,481.00765329344705,481.9919128417969,2928700,157.88441950921722,158.16744479734427,155.95210106174522,156.71331787109375,5971900,420.7378213676411,424.64797113919235,419.0209183546172,421.3531188964844,16316000,112.6090180632969,113.41191153556643,111.6126431244359,113.17007446289062,13817000,194.32345950961061,195.24653910576725,192.94369577588645,193.30320739746094,7309000,152.81749299293443,153.23411994075104,151.8970253866848,152.87562561035156,4364700
2024-04-02,2453.830078125,2462.5,2448.010009765625,2460.820068359375,3886590000,179.07000732421875,180.7899932861328,178.3800048828125,180.69000244140625,32611500,152.7696158272029,153.96390294626983,151.4260333268872,153.82456970214844,24586000,88.41893947358703,90.06440242112468,87.59121620163441,89.42261505126953,433064000,168.28537106183597,168.54414366405445,167.43935975957754,168.04649353027344,49329500,452.36569093900505,456.3814566489148,442.5230955314428,450.9286804199219,11867000,155.79593849310965,156.84018051208054,155.79593849310965,156.70355224609375,6771200,416.92688638600043,419.1797063812392,414.6740966771135,418.246826171875,17912000,114.06969791150631,115.69484318184526,113.49896601634755,115.38529205322266,19919600,192.7688101951193,194.1194252933542,192.46759611821344,193.22549438476562,7014700,151.70324717227206,152.92407650844513,151.1025089534804,152.82717895507812,6102300
2024-04-03,2454.409912109375,2471.860107421875,2454.409912109375,2462.25,3703250000,179.89999389648438,182.8699951171875,179.8000030517578,182.41000366210938,31046600,152.8691500191665,154.34210366441846,152.00327930693646,154.182861328125,24705000,88.45493823513225,90.3443168469122,88.3709661913593,88.93477630615234,370067000,167.9967479570679,169.87786510696628,167.78774337767854,168.8527069091797,47691700,454.72788454645143,455.56451112070084,448.37939881874127,452.5034484863281,4460400,156.76210311118953,157.0060832181838,151.931285079612,152.3899688720703,9601800,416.54979735190346,420.0530500088036,415.91463197146663,417.26434326171875,16502300,115.57876316441707,115.83994392427138,114.85325203336735,115.4046401977539,16504300,193.40037398423488,193.90564440304345,192.0983452381175,192.6813507080078,9353400,152.88530029729102,153.13722800366796,149.45534301464264,149.46502685546875,8098200
2024-04-04,2478.570068359375,2484.800048828125,2430.25,2430.39990234375,4075680000,184.0,185.10000610351562,180.0,180.0,41624300,152.7696206660751,154.03358204033015,149.73413005208545,149.81375122070312,34724700,90.37629845117095,90.60422800372173,85.85178433643762,85.87677764892578,434965000,169.4897042530356,171.1120488206033,168.02662658691406,168.02662658691406,53704400,453.566502148046,454.45232975339087,444.80659798458106,448.2121276855469,5182000,153.1024222894929,153.2976034233108,151.66781787431407,151.70684814453125,6801700,421.76992047315406,425.4220608182633,414.4061573873391,414.71380615234375,19370900,115.16280681830108,115.96570021986228,114.76619051150628,115.81092834472656,18467400,194.63601550569578,195.15400121388942,191.1176228602068,191.21534729003906,9243800,150.48238753306327,150.666483994781,147.67253618907856,147.75973510742188,6947400
2024-04-05,2437.3701171875,2468.93994140625,2435.6201171875,2459.300048828125,3386780000,182.3800048828125,186.27000427246094,181.97000122070312,185.07000732421875,42335200,149.31611992588236,152.6899888823038,148.8881732587718,151.7743682861328,23449300,86.8374646504957,88.45193966671309,85.89777859630549,87.97909545898438,399678000,168.79298281447828,169.5892261323792,168.15599119757314,168.7830352783203,42055200,443.5959380653536,450.5448080708529,442.9266487816847,448.5664367675781,5744400,151.5506784588993,153.2780618059534,150.9651351301679,152.3411865234375,5120800,416.8276974614869,423.2784485638512,415.1504997519638,422.2959289550781,16544300,116.06245279271282,118.16159684169432,115.73355053151707,117.40706634521484,21714100,191.71379434845136,193.6293601708849,190.68759091568285,192.97454833984375,6531000,147.30434201092876,148.2538758330544,146.8973989443035,147.6531524658203,6778100
2024-04-08,2462.77001953125,2466.449951171875,2453.010009765625,2456.6201171875,3278180000,186.89999389648438,187.2899932861328,184.80999755859375,185.19000244140625,39221300,152.0530470584528,154.5312047063974,151.8838577680416,154.1132049560547,20702000,88.67085666122206,88.80081883400379,86.70350850941023,87.10437774658203,283220000,168.23561647794648,168.40481571452685,167.4493358859462,167.65834045410156,37425500,448.7928000769962,450.00345006099036,446.4502576889119,448.82232666015625,4532300,152.2143166017578,152.92673437389288,151.88250721652935,152.28262329101562,5476800,421.9485777283347,424.0425761054586,420.09272093696904,421.3729553222656,14272400,117.12653160375002,117.76497763129458,116.28493594260135,116.61383819580078,17513900,193.1406935388864,194.46986805354442,193.1406935388864,193.981201171875,8001000,147.26559663850526,148.28294694580325,146.8489549334253,146.87802124023438,5935400
2024-04-09,2463.52001953125,2466.2099609375,2434.81005859375,2458.830078125,3400680000,187.24000549316406,187.33999633789062,184.1999969482422,185.6699981689453,36546900,155.34727540542815,157.80552365250796,154.45156393780977,155.8548583984375,31113000,87.41326961083752,87.60620698800746,82.99472376686872,85.3259506225586,503547000,167.90716183961618,169.2806811483862,167.55881583801002,168.8726043701172,42451200,447.1294208863154,452.523173957883,445.33806132156786,452.4837951660156,3521700,152.50708694748786,152.97552457564964,151.95080516481272,152.8876953125,4613800,423.20896224870864,424.4991003259259,418.4254750382327,423.0501708984375,12512300,117.0491359953108,117.6779138217551,116.41068262007408,117.22325897216797,14135700,193.58051091806817,194.37214890179533,190.49213256297077,192.6813507080078,7358600,146.83928572865352,147.78881967620364,146.2482461238079,147.5562744140625,6135600
2024-04-10,2439.830078125,2447.7099609375,2430.409912109375,2441.590087890625,3845930000,182.77000427246094,186.27000427246094,182.6699981689453,185.9499969482422,35879200,155.4667384289104,155.8648291004754,153.94400440401932,155.39706420898438,22838600,83.89843024698811,87.3712879556285,83.68149867040677,87.01040649414062,431929000,168.0066808175879,168.2953112001811,166.32462100940634,166.99147033691406,49709300,448.3203469463833,451.5191902992878,442.700233650624,442.9659729003906,4493500,151.9020256389666,153.78556001902885,151.9020256389666,153.45375061035156,7784900,418.9911394928746,420.8171944866389,416.5200154975315,420.05303955078125,16216600,117.26194858696937,118.47113382255472,116.78795004109858,118.20994567871094,17409200,191.11760193521152,192.60315328755345,189.77864466803265,191.03941345214844,7681400,146.81991067182662,147.10090472582587,145.1049243901335,145.53125,6809500
