Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,JPM,JPM,JPM,JPM,JPM,NVDA,NVDA,NVDA,NVDA,NVDA,^OEX,^OEX,^OEX,^OEX,^OEX,MSFT,MSFT,MSFT,MSFT,MSFT,JNJ,JNJ,JNJ,JNJ,JNJ,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,UNH,UNH,UNH,UNH,UNH,PG,PG,PG,PG,PG,XOM,XOM,XOM,XOM,XOM,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,180.7899932861328,183.0,179.9499969482422,180.97000122070312,29174500,194.32345950961061,195.24653910576725,192.94369577588645,193.30320739746094,7309000,90.26933865065378,92.1947007975338,89.17469715880289,90.33331298828125,452441000,2480.75,2487.75,2467.610107421875,2477.139892578125,3325930000,420.7378213676411,424.64797113919235,419.0209183546172,421.3531188964844,16316000,152.8174777399477,153.23410464618001,151.89701022557156,152.8756103515625,4364700,149.972988921802,154.99896303730998,149.89336775564567,154.75015258789062,31730800,486.68678925918846,487.97616678291166,481.00762283818784,481.99188232421875,2928700,157.8844041364009,158.16742939697045,155.95208587707396,156.7133026123047,5971900,112.60901047172614,113.41190388986837,111.61263560003607,113.1700668334961,13817000,170.38547862745995,170.4451942217802,168.68350825393796,169.23092651367188,46240500
2024-04-02,179.07000732421875,180.7899932861328,178.3800048828125,180.69000244140625,32611500,192.76879497239406,194.1194099639725,192.4675809192747,193.22547912597656,7014700,88.41893947358703,90.06440242112468,87.59121620163441,89.42261505126953,433064000,2453.830078125,2462.5,2448.010009765625,2460.820068359375,3886590000,416.92688638600043,419.1797063812392,414.6740966771135,418.246826171875,17912000,151.70324717227206,152.92407650844513,151.1025089534804,152.82717895507812,6102300,152.7696158272029,153.96390294626983,151.4260333268872,153.82456970214844,24586000,452.36566032417414,456.3814257623082,442.5230655827309,450.92864990234375,11867000,155.79593849310965,156.84018051208054,155.79593849310965,156.70355224609375,6771200,114.06969791150631,115.69484318184526,113.49896601634755,115.38529205322266,19919600,168.28537106183597,168.54414366405445,167.43935975957754,168.04649353027344,49329500
2024-04-03,179.89999389648438,182.8699951171875,179.8000030517578,182.41000366210938,31046600,193.40037398423488,193.90564440304345,192.0983452381175,192.6813507080078,9353400,88.45493823513225,90.3443168469122,88.3709661913593,88.93477630615234,370067000,2454.409912109375,2471.860107421875,2454.409912109375,2462.25,3703250000,416.54979735190346,420.0530500088036,415.91463197146663,417.26434326171875,16502300,152.8853159052536,153.13724363734968,149.45535827244308,149.4650421142578,8098200,152.8691500191665,154.34210366441846,152.00327930693646,154.182861328125,24705000,454.72788454645143,455.56451112070084,448.37939881874127,452.5034484863281,4460400,156.76211880775986,157.00609893918383,151.93130029247308,152.38998413085938,9601800,115.57876316441707,115.83994392427138,114.85325203336735,115.4046401977539,16504300,167.99673277562965,169.8778497555363,167.78772821512752,168.85269165039062,47691700
2024-04-04,184.0,185.10000610351562,180.0,180.0,41624300,194.63601550569578,195.15400121388942,191.1176228602068,191.21534729003906,9243800,90.37629042203368,90.60421995433492,85.85177670926352,85.87677001953125,434965000,2478.570068359375,2484.800048828125,2430.25,2430.39990234375,4075680000,421.769951509971,425.4220921238306,414.4061878822782,414.7138366699219,19370900,150.4824186129648,150.6665151127049,147.67256668864704,147.759765625,6947400,152.7696206660751,154.03358204033015,149.73413005208545,149.81375122070312,34724700,453.5664712659027,454.4522988109339,444.80656769887645,448.21209716796875,5182000,153.10240689033594,153.29758800452237,151.6678026194507,151.7068328857422,6801700,115.16280681830108,115.96570021986228,114.76619051150628,115.81092834472656,18467400,169.4897042530356,171.1120488206033,168.02662658691406,168.02662658691406,53704400
2024-04-05,182.3800048828125,186.27000427246094,181.97000122070312,185.07000732421875,42335200,191.71379434845136,193.6293601708849,190.68759091568285,192.97454833984375,6531000,86.83745712010142,88.45193199631433,85.89777114739914,87.97908782958984,399678000,2437.3701171875,2468.93994140625,2435.6201171875,2459.300048828125,3386780000,416.8276974614869,423.2784485638512,415.1504997519638,422.2959289550781,16544300,147.304357233671,148.2538911539235,146.89741412499137,147.65316772460938,6778100,149.31611992588236,152.6899888823038,148.8881732587718,151.7743682861328,23449300,443.5959380653536,450.5448080708529,442.9266487816847,448.5664367675781,5744400,151.5506784588993,153.2780618059534,150.9651351301679,152.3411865234375,5120800,116.06245279271282,118.16159684169432,115.73355053151707,117.40706634521484,21714100,168.7929675547899,169.58921080070664,168.15597599547186,168.78302001953125,42055200
2024-04-08,186.89999389648438,187.2899932861328,184.80999755859375,185.19000244140625,39221300,193.1406935388864,194.46986805354442,193.1406935388864,193.981201171875,8001000,88.67085666122206,88.80081883400379,86.70350850941023,87.10437774658203,283220000,2462.77001953125,2466.449951171875,2453.010009765625,2456.6201171875,3278180000,421.9485777283347,424.0425761054586,420.09272093696904,421.3729553222656,14272400,147.26559663850526,148.28294694580325,146.8489549334253,146.87802124023438,5935400,152.0530470584528,154.5312047063974,151.8838577680416,154.1132049560547,20702000,448.7928000769962,450.00345006099036,446.4502576889119,448.82232666015625,4532300,152.2143166017578,152.92673437389288,151.88250721652935,152.28262329101562,5476800,117.12653160375002,117.76497763129458,116.28493594260135,116.61383819580078,17513900,168.23561647794648,168.40481571452685,167.4493358859462,167.65834045410156,37425500
2024-04-09,187.24000549316406,187.33999633789062,184.1999969482422,185.6699981689453,36546900,193.58051091806817,194.37214890179533,190.49213256297077,192.6813507080078,7358600,87.41326961083752,87.60620698800746,82.99472376686872,85.3259506225586,503547000,2463.52001953125,2466.2099609375,2434.81005859375,2458.830078125,3400680000,423.20896224870864,424.4991003259259,418.4254750382327,423.0501708984375,12512300,146.83927054400826,147.78880439336712,146.248231000282,147.55625915527344,6135600,155.34727540542815,157.80552365250796,154.45156393780977,155.8548583984375,31113000,447.1294208863154,452.523173957883,445.33806132156786,452.4837951660156,3521700,152.50710216829071,152.97553984320442,151.95082033009652,152.88771057128906,4613800,117.04914361337265,117.67792148074052,116.41069019658264,117.2232666015625,14135700,167.90716183961618,169.2806811483862,167.55881583801002,168.8726043701172,42451200
2024-04-10,182.77000427246094,186.27000427246094,182.6699981689453,185.9499969482422,35879200,191.11760193521152,192.60315328755345,189.77864466803265,191.03941345214844,7681400,83.89843024698811,87.3712879556285,83.68149867040677,87.01040649414062,431929000,2439.830078125,2447.7099609375,2430.409912109375,2441.590087890625,3845930000,418.9911394928746,420.8171944866389,416.5200154975315,420.05303955078125,16216600,146.8198952779229,147.10088930246025,145.1049091760442,145.53123474121094,6809500,155.46672316327985,155.86481379575542,153.9439892879095,155.3970489501953,22838600,448.32031605992245,451.51915919244664,442.70020315135366,442.9659423828125,4493500,151.9020256389666,153.78556001902885,151.9020256389666,153.45375061035156,7784900,117.26195615517918,118.47114146880662,116.78795757871603,118.20995330810547,17409200,168.0066961691415,168.29532657810816,166.3246362072623,166.99148559570312,49709300
